V1,link,ticker,market,parentid,fullname,source,code,updates,date,updated,URL,ticker
"http://s.cafef.vn/upcom/GGG-cong-ty-co-phan-o-to-giai-phong.chn,CenterName:UpCom,Symbol:GGG,TradeCenterID:9,ChangePrice:0,VonHoa:123.4320738,ChangeVolume:400,EPS:-2.28830666125194,PE:-1.83541833405413,Beta:-0.0362801532449031,Price:4.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan O to Giai Phong ,ParentCategoryId:343},",upcom/GGG-cong-ty-co-phan-o-to-giai-phong.chn,GGG,UPC,343,Cong ty co phan O to Giai Phong ,CAF,STKVNGGG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GGG-cong-ty-co-phan-o-to-giai-phong.chn,
"http://s.cafef.vn/upcom/GH3-ctcp-cong-trinh-giao-thong-ha-noi.chn,CenterName:UpCom,Symbol:GH3,TradeCenterID:9,ChangePrice:0,VonHoa:105.8,ChangeVolume:0,EPS:0.630284190173913,PE:14.5965901468375,Beta:0,Price:9.2,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Cong trinh Giao thong Ha Noi,ParentCategoryId:345},",upcom/GH3-ctcp-cong-trinh-giao-thong-ha-noi.chn,GH3,UPC,345,CTCP Cong trinh Giao thong Ha Noi,CAF,STKVNGH3,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GH3-ctcp-cong-trinh-giao-thong-ha-noi.chn,
"http://s.cafef.vn/upcom/GHC-cong-ty-co-phan-thuy-dien-gia-lai.chn,CenterName:UpCom,Symbol:GHC,TradeCenterID:9,ChangePrice:0.39215686274510358,VonHoa:1220.16,ChangeVolume:-6.2646461490392129,EPS:3.27196595698925,PE:7.82404228421626,Beta:-0.000639691420496859,Price:25.6,UpdatedDate:\/Date(1671780312385)\/,FullName: Cong ty Co phan Thuy dien Gia Lai,ParentCategoryId:340},",upcom/GHC-cong-ty-co-phan-thuy-dien-gia-lai.chn,GHC,UPC,340, Cong ty Co phan Thuy dien Gia Lai,CAF,STKVNGHC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GHC-cong-ty-co-phan-thuy-dien-gia-lai.chn,
"http://s.cafef.vn/hastc/GIC-cong-ty-co-phan-dau-tu-dich-vu-va-phat-trien-xanh.chn,CenterName:HNX,Symbol:GIC,TradeCenterID:2,ChangePrice:-2.7777777777777843,VonHoa:127.26,ChangeVolume:225.96685082872929,EPS:1.27535513993399,PE:8.23300088831997,Beta:0,Price:10.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu dich vu va Phat trien Xanh,ParentCategoryId:343},",hastc/GIC-cong-ty-co-phan-dau-tu-dich-vu-va-phat-trien-xanh.chn,GIC,HNX,343,Cong ty Co phan Đau tu dich vu va Phat trien Xanh,CAF,STKVNGIC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/GIC-cong-ty-co-phan-dau-tu-dich-vu-va-phat-trien-xanh.chn,
"http://s.cafef.vn/hose/GIL-cong-ty-co-phan-san-xuat-kinh-doanh-xuat-nhap-khau-binh-thanh.chn,CenterName:HSX,Symbol:GIL,TradeCenterID:1,ChangePrice:-13.701431492842527,VonHoa:1455.8698692,ChangeVolume:-45.121565751710015,EPS:8.15034831986243,PE:2.58884641145695,Beta:0.510679973883033,Price:21.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan San xuat Kinh doanh Xuat nhap khau Binh Thanh,ParentCategoryId:339},",hose/GIL-cong-ty-co-phan-san-xuat-kinh-doanh-xuat-nhap-khau-binh-thanh.chn,GIL,HSX,339,Cong ty Co phan San xuat Kinh doanh Xuat nhap khau Binh Thanh,CAF,STKVNGIL,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GIL-cong-ty-co-phan-san-xuat-kinh-doanh-xuat-nhap-khau-binh-thanh.chn,
"http://s.cafef.vn/hastc/GKM-cong-ty-co-phan-khang-minh-group.chn,CenterName:HNX,Symbol:GKM,TradeCenterID:2,ChangePrice:-0.70422535211267356,VonHoa:671.55198,ChangeVolume:72.6134909933271,EPS:1.61585255009766,PE:17.4520874434339,Beta:0,Price:28.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Khang Minh Group,ParentCategoryId:345},",hastc/GKM-cong-ty-co-phan-khang-minh-group.chn,GKM,HNX,345,Cong ty Co phan Khang Minh Group,CAF,STKVNGKM,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/GKM-cong-ty-co-phan-khang-minh-group.chn,
"http://s.cafef.vn/upcom/GLC-cong-ty-co-phan-vang-lao-cai.chn,CenterName:UpCom,Symbol:GLC,TradeCenterID:9,ChangePrice:0,VonHoa:105,ChangeVolume:0,EPS:-1.53621870561905,PE:-6.50948980338728,Beta:0,Price:10,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Vang Lao Cai,ParentCategoryId:344},",upcom/GLC-cong-ty-co-phan-vang-lao-cai.chn,GLC,UPC,344,Cong ty co phan Vang Lao Cai,CAF,STKVNGLC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GLC-cong-ty-co-phan-vang-lao-cai.chn,
"http://s.cafef.vn/hastc/GLT-cong-ty-co-phan-ky-thuat-dien-toan-cau.chn,CenterName:HNX,Symbol:GLT,TradeCenterID:2,ChangePrice:0,VonHoa:178.888512,ChangeVolume:376.1904761904762,EPS:7.88077961631209,PE:2.79160198243117,Beta:0.060467969503111,Price:22,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Ky thuat dien Toan Cau,ParentCategoryId:348},",hastc/GLT-cong-ty-co-phan-ky-thuat-dien-toan-cau.chn,GLT,HNX,348,Cong ty co phan Ky thuat dien Toan Cau,CAF,STKVNGLT,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/GLT-cong-ty-co-phan-ky-thuat-dien-toan-cau.chn,
"http://s.cafef.vn/upcom/GLW-cong-ty-co-phan-cap-thoat-nuoc-gia-lai.chn,CenterName:UpCom,Symbol:GLW,TradeCenterID:9,ChangePrice:0,VonHoa:129.6,ChangeVolume:0,EPS:0.282315894555556,PE:25.5033462119971,Beta:0,Price:7.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Cỏ phàn Cap thoat nuoc Gia Lai,ParentCategoryId:346},",upcom/GLW-cong-ty-co-phan-cap-thoat-nuoc-gia-lai.chn,GLW,UPC,346,Cong ty Cỏ phàn Cap thoat nuoc Gia Lai,CAF,STKVNGLW,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GLW-cong-ty-co-phan-cap-thoat-nuoc-gia-lai.chn,
"http://s.cafef.vn/hastc/GMA-cong-ty-co-phan-gautomobile.chn,CenterName:HNX,Symbol:GMA,TradeCenterID:2,ChangePrice:0,VonHoa:887.9999556,ChangeVolume:0,EPS:1.60140470910858,PE:27.7256584468988,Beta:0,Price:44.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan G-AutoMobile,ParentCategoryId:343},",hastc/GMA-cong-ty-co-phan-gautomobile.chn,GMA,HNX,343,Cong ty Co phan G-AutoMobile,CAF,STKVNGMA,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/GMA-cong-ty-co-phan-gautomobile.chn,
"http://s.cafef.vn/hose/GMC-cong-ty-co-phan-garmex-sai-gon.chn,CenterName:HSX,Symbol:GMC,TradeCenterID:1,ChangePrice:-17.478991596638654,VonHoa:323.57881018,ChangeVolume:-79.014598540145982,EPS:0.91164190806476,PE:10.7717733389922,Beta:0.649939371327302,Price:9.82,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Garmex Sai Gon,ParentCategoryId:339},",hose/GMC-cong-ty-co-phan-garmex-sai-gon.chn,GMC,HSX,339,Cong ty Co phan Garmex Sai Gon,CAF,STKVNGMC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GMC-cong-ty-co-phan-garmex-sai-gon.chn,
"http://s.cafef.vn/hose/GMD-cong-ty-co-phan-gemadept.chn,CenterName:HSX,Symbol:GMD,TradeCenterID:1,ChangePrice:-1.7021276595744619,VonHoa:13923.6616134,ChangeVolume:52.895054282267793,EPS:3.30455477056671,PE:13.9807033647915,Beta:0.762242328141032,Price:46.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Gemadept,ParentCategoryId:343},",hose/GMD-cong-ty-co-phan-gemadept.chn,GMD,HSX,343,Cong ty Co phan Gemadept,CAF,STKVNGMD,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GMD-cong-ty-co-phan-gemadept.chn,
"http://s.cafef.vn/hose/GMH-cong-ty-co-phan-minh-hung-quang-tri.chn,CenterName:HSX,Symbol:GMH,TradeCenterID:1,ChangePrice:-2.9411764705882253,VonHoa:163.35,ChangeVolume:5.8495821727019495,EPS:Infinity,PE:0,Beta:0,Price:9.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Minh Hung Quang Tri,ParentCategoryId:344},",hose/GMH-cong-ty-co-phan-minh-hung-quang-tri.chn,GMH,HSX,344,Cong ty Co phan Minh Hung Quang Tri,CAF,STKVNGMH,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GMH-cong-ty-co-phan-minh-hung-quang-tri.chn,
"http://s.cafef.vn/hastc/GMX-cong-ty-co-phan-gach-ngoi-gom-xay-dung-my-xuan.chn,CenterName:HNX,Symbol:GMX,TradeCenterID:2,ChangePrice:-8.02139037433155,VonHoa:155.3925572,ChangeVolume:-75.646551724137936,EPS:4.84275884212555,PE:3.5516945114803,Beta:-0.216282534396635,Price:17.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Gach Ngoi Gom Xay dung My Xuan,ParentCategoryId:345},",hastc/GMX-cong-ty-co-phan-gach-ngoi-gom-xay-dung-my-xuan.chn,GMX,HNX,345,Cong ty co phan Gach Ngoi Gom Xay dung My Xuan,CAF,STKVNGMX,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/GMX-cong-ty-co-phan-gach-ngoi-gom-xay-dung-my-xuan.chn,
"http://s.cafef.vn/upcom/GND-cong-ty-co-phan-gach-ngoi-dong-nai.chn,CenterName:UpCom,Symbol:GND,TradeCenterID:9,ChangePrice:12.970711297071135,VonHoa:243,ChangeVolume:-74.358974358974365,EPS:4.48353110814339,PE:6.02203918044869,Beta:0,Price:27,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Gach ngoi Đong Nai,ParentCategoryId:345},",upcom/GND-cong-ty-co-phan-gach-ngoi-dong-nai.chn,GND,UPC,345,Cong ty Co phan Gach ngoi Đong Nai,CAF,STKVNGND,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GND-cong-ty-co-phan-gach-ngoi-dong-nai.chn,
"http://s.cafef.vn/upcom/GSM-cong-ty-co-phan-thuy-dien-huong-son.chn,CenterName:UpCom,Symbol:GSM,TradeCenterID:9,ChangePrice:6.0402684563758413,VonHoa:451.2796,ChangeVolume:-100,EPS:2.23793918230516,PE:7.06006674574839,Beta:0,Price:15.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Thuy dien Huong Son,ParentCategoryId:340},",upcom/GSM-cong-ty-co-phan-thuy-dien-huong-son.chn,GSM,UPC,340,Cong ty co phan Thuy dien Huong Son,CAF,STKVNGSM,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GSM-cong-ty-co-phan-thuy-dien-huong-son.chn,
"http://s.cafef.vn/hose/GSP-cong-ty-co-phan-van-tai-san-pham-khi-quoc-te.chn,CenterName:HSX,Symbol:GSP,TradeCenterID:1,ChangePrice:-2.7956989247311994,VonHoa:504.4269828,ChangeVolume:-31.1639549436796,EPS:1.08850404506711,PE:8.30497602739052,Beta:0.860554052793583,Price:9.04,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Van tai San pham khi quoc te,ParentCategoryId:340},",hose/GSP-cong-ty-co-phan-van-tai-san-pham-khi-quoc-te.chn,GSP,HSX,340,Cong ty co phan Van tai San pham khi quoc te,CAF,STKVNGSP,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GSP-cong-ty-co-phan-van-tai-san-pham-khi-quoc-te.chn,
"http://s.cafef.vn/hose/GTA-cong-ty-co-phan-che-bien-go-thuan-an.chn,CenterName:HSX,Symbol:GTA,TradeCenterID:1,ChangePrice:2.56410256410257,VonHoa:117.96,ChangeVolume:-100,EPS:2.15043514974568,PE:5.58026592962787,Beta:0.22768398470292,Price:12,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Che bien Go Thuan An,ParentCategoryId:339},",hose/GTA-cong-ty-co-phan-che-bien-go-thuan-an.chn,GTA,HSX,339,Cong ty Co phan Che bien Go Thuan An,CAF,STKVNGTA,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GTA-cong-ty-co-phan-che-bien-go-thuan-an.chn,
"http://s.cafef.vn/upcom/GTD-cong-ty-co-phan-giay-thuong-dinh.chn,CenterName:UpCom,Symbol:GTD,TradeCenterID:9,ChangePrice:0,VonHoa:166.47,ChangeVolume:0,EPS:-0.0832321858064516,PE:-215.061034701464,Beta:0,Price:17.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Giay Thuong Đinh,ParentCategoryId:339},",upcom/GTD-cong-ty-co-phan-giay-thuong-dinh.chn,GTD,UPC,339,Cong ty Co phan Giay Thuong Đinh,CAF,STKVNGTD,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GTD-cong-ty-co-phan-giay-thuong-dinh.chn,
"http://s.cafef.vn/upcom/GTH-cong-ty-co-phan-xay-dung-giao-thong-thua-thien-hue.chn,CenterName:UpCom,Symbol:GTH,TradeCenterID:9,ChangePrice:2.32558139534885,VonHoa:12.0362,ChangeVolume:-39.560439560439562,EPS:0.388859301041857,PE:11.3151466049834,Beta:0.0626167144754827,Price:4.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xay dung Giao thong Thua Thien Hue,ParentCategoryId:345},",upcom/GTH-cong-ty-co-phan-xay-dung-giao-thong-thua-thien-hue.chn,GTH,UPC,345,Cong ty Co phan Xay dung Giao thong Thua Thien Hue,CAF,STKVNGTH,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GTH-cong-ty-co-phan-xay-dung-giao-thong-thua-thien-hue.chn,
"http://s.cafef.vn/upcom/GTS-cong-ty-co-phan-cong-trinh-giao-thong-sai-gon.chn,CenterName:UpCom,Symbol:GTS,TradeCenterID:9,ChangePrice:11.111111111111111,VonHoa:284.99764,ChangeVolume:200,EPS:0.982263036213212,PE:10.1805724447819,Beta:0,Price:10,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Cong trinh Giao thong Sai Gon,ParentCategoryId:345},",upcom/GTS-cong-ty-co-phan-cong-trinh-giao-thong-sai-gon.chn,GTS,UPC,345,Cong ty co phan Cong trinh Giao thong Sai Gon,CAF,STKVNGTS,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GTS-cong-ty-co-phan-cong-trinh-giao-thong-sai-gon.chn,
"http://s.cafef.vn/upcom/GTT-cong-ty-co-phan-thuan-thao.chn,CenterName:UpCom,Symbol:GTT,TradeCenterID:9,ChangePrice:0,VonHoa:30.4521,ChangeVolume:400.00364484618751,EPS:-2.97849643675149,PE:-0.235017907479338,Beta:1.30118459098965,Price:0.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Thuan Thao,ParentCategoryId:343},",upcom/GTT-cong-ty-co-phan-thuan-thao.chn,GTT,UPC,343,Cong ty Co phan Thuan Thao,CAF,STKVNGTT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GTT-cong-ty-co-phan-thuan-thao.chn,
"http://s.cafef.vn/hose/GVR-tap-doan-cong-nghiep-cao-su-viet-nam.chn,CenterName:HSX,Symbol:GVR,TradeCenterID:1,ChangePrice:-8.2278481012658258,VonHoa:58000,ChangeVolume:56.002023331541842,EPS:1.0862060364155,PE:13.34921692007,Beta:0,Price:14.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Tap doan Cong nghiep Cao su Viet Nam,ParentCategoryId:338},",hose/GVR-tap-doan-cong-nghiep-cao-su-viet-nam.chn,GVR,HSX,338,Tap doan Cong nghiep Cao su Viet Nam,CAF,STKVNGVR,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/GVR-tap-doan-cong-nghiep-cao-su-viet-nam.chn,
"http://s.cafef.vn/upcom/GVT-cong-ty-co-phan-giay-viet-tri.chn,CenterName:UpCom,Symbol:GVT,TradeCenterID:9,ChangePrice:0,VonHoa:1148.9049,ChangeVolume:400,EPS:12.3234536424206,PE:8.03346228034773,Beta:0,Price:99,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Giay Viet Tri,ParentCategoryId:344},",upcom/GVT-cong-ty-co-phan-giay-viet-tri.chn,GVT,UPC,344,Cong ty Co phan Giay Viet Tri,CAF,STKVNGVT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/GVT-cong-ty-co-phan-giay-viet-tri.chn,
"http://s.cafef.vn/upcom/H11-cong-ty-co-phan-xay-dung-hud101.chn,CenterName:UpCom,Symbol:H11,TradeCenterID:9,ChangePrice:0,VonHoa:4.77,ChangeVolume:-100,EPS:0.18878485754717,PE:23.8366575501196,Beta:0.241803515391872,Price:4.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Cỏ phàn Xay dung HUD101,ParentCategoryId:345},",upcom/H11-cong-ty-co-phan-xay-dung-hud101.chn,H11,UPC,345,Cong ty Cỏ phàn Xay dung HUD101,CAF,STKVNH11,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/H11-cong-ty-co-phan-xay-dung-hud101.chn,
"http://s.cafef.vn/upcom/HAC-cong-ty-co-phan-chung-khoan-hai-phong.chn,CenterName:UpCom,Symbol:HAC,TradeCenterID:9,ChangePrice:0,VonHoa:160.470145,ChangeVolume:-70.917225950782992,EPS:-1.21627303370979,PE:-4.52201096921822,Beta:0,Price:5.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Chung khoan Hai Phong,ParentCategoryId:341},",upcom/HAC-cong-ty-co-phan-chung-khoan-hai-phong.chn,HAC,UPC,341,Cong ty Co phan Chung khoan Hai Phong,CAF,STKVNHAC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/HAC-cong-ty-co-phan-chung-khoan-hai-phong.chn,
"http://s.cafef.vn/hastc/HAD-cong-ty-co-phan-bia-ha-noi-hai-duong.chn,CenterName:HNX,Symbol:HAD,TradeCenterID:2,ChangePrice:-3.225806451612903,VonHoa:60,ChangeVolume:-100,EPS:2.60212356625,PE:5.76452255940211,Beta:-0.0531066514766453,Price:15,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Bia Ha Noi - Hai Duong,ParentCategoryId:339},",hastc/HAD-cong-ty-co-phan-bia-ha-noi-hai-duong.chn,HAD,HNX,339,Cong ty Co phan Bia Ha Noi - Hai Duong,CAF,STKVNHAD,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/HAD-cong-ty-co-phan-bia-ha-noi-hai-duong.chn,
"http://s.cafef.vn/upcom/HAF-cong-ty-co-phan-thuc-pham-ha-noi.chn,CenterName:UpCom,Symbol:HAF,TradeCenterID:9,ChangePrice:13.66459627329192,VonHoa:265.35,ChangeVolume:64.772727272727266,EPS:-0.57729481262069,PE:-31.6995746366146,Beta:0,Price:18.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Thuc pham Ha Noi,ParentCategoryId:339},",upcom/HAF-cong-ty-co-phan-thuc-pham-ha-noi.chn,HAF,UPC,339,Cong ty Co phan Thuc pham Ha Noi,CAF,STKVNHAF,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/HAF-cong-ty-co-phan-thuc-pham-ha-noi.chn,
"http://s.cafef.vn/hose/HAG-cong-ty-co-phan-hoang-anh-gia-lai.chn,CenterName:HSX,Symbol:HAG,TradeCenterID:1,ChangePrice:-3.7837837837837798,VonHoa:8253.8536187,ChangeVolume:-32.638119847422175,EPS:1.11356871622684,PE:7.99232222521151,Beta:1.13646115101203,Price:8.9,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Hoang Anh Gia Lai,ParentCategoryId:341},",hose/HAG-cong-ty-co-phan-hoang-anh-gia-lai.chn,HAG,HSX,341,Cong ty Co phan Hoang Anh Gia Lai,CAF,STKVNHAG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAG-cong-ty-co-phan-hoang-anh-gia-lai.chn,
"http://s.cafef.vn/hose/HAH-cong-ty-co-phan-van-tai-va-xep-do-hai-an.chn,CenterName:HSX,Symbol:HAH,TradeCenterID:1,ChangePrice:-12.676056338028168,VonHoa:2180.684677,ChangeVolume:-31.706546908988845,EPS:12.665069482425,PE:2.44767705720194,Beta:0,Price:31,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Van tai va Xep do Hai An,ParentCategoryId:343},",hose/HAH-cong-ty-co-phan-van-tai-va-xep-do-hai-an.chn,HAH,HSX,343,Cong ty Co phan Van tai va Xep do Hai An,CAF,STKVNHAH,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAH-cong-ty-co-phan-van-tai-va-xep-do-hai-an.chn,
"http://s.cafef.vn/hose/HAI-cong-ty-co-phan-nong-duoc-hai.chn,CenterName:HSX,Symbol:HAI,TradeCenterID:1,ChangePrice:0,VonHoa:288.63882242,ChangeVolume:0,EPS:0.0322899820907605,PE:48.9315848971035,Beta:1.30799365730809,Price:0,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nong duoc H.A.I,ParentCategoryId:338},",hose/HAI-cong-ty-co-phan-nong-duoc-hai.chn,HAI,HSX,338,Cong ty Co phan Nong duoc H.A.I,CAF,STKVNHAI,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAI-cong-ty-co-phan-nong-duoc-hai.chn,
"http://s.cafef.vn/upcom/HAM-cong-ty-co-phan-vat-tu-hau-giang.chn,CenterName:UpCom,Symbol:HAM,TradeCenterID:9,ChangePrice:0,VonHoa:175.4555931,ChangeVolume:0,EPS:4.35197348667642,PE:3.92925187902723,Beta:0,Price:17.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Vat tu Hau Giang,ParentCategoryId:345},",upcom/HAM-cong-ty-co-phan-vat-tu-hau-giang.chn,HAM,UPC,345,Cong ty Co phan Vat tu Hau Giang,CAF,STKVNHAM,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/HAM-cong-ty-co-phan-vat-tu-hau-giang.chn,
"http://s.cafef.vn/upcom/HAN-tong-cong-ty-xay-dung-ha-noi-ctcp.chn,CenterName:UpCom,Symbol:HAN,TradeCenterID:9,ChangePrice:-7.692307692307689,VonHoa:1015.5456,ChangeVolume:-8.16326530612245,EPS:0.360440435546764,PE:19.9755612576543,Beta:0,Price:7.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Tong cong ty Xay dung Ha Noi - CTCP,ParentCategoryId:345},",upcom/HAN-tong-cong-ty-xay-dung-ha-noi-ctcp.chn,HAN,UPC,345,Tong cong ty Xay dung Ha Noi - CTCP,CAF,STKVNHAN,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/HAN-tong-cong-ty-xay-dung-ha-noi-ctcp.chn,
"http://s.cafef.vn/hose/HAP-cong-ty-co-phan-tap-doan-hapaco.chn,CenterName:HSX,Symbol:HAP,TradeCenterID:1,ChangePrice:-8.0434782608695485,VonHoa:469.28593746,ChangeVolume:-26.152912621359224,EPS:0.454516280480641,PE:9.3065973248018,Beta:0.732207816435034,Price:4.23,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Tap doan Hapaco,ParentCategoryId:344},",hose/HAP-cong-ty-co-phan-tap-doan-hapaco.chn,HAP,HSX,344,Cong ty Co phan Tap doan Hapaco,CAF,STKVNHAP,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAP-cong-ty-co-phan-tap-doan-hapaco.chn,
"http://s.cafef.vn/hose/HAR-cong-ty-co-phan-dau-tu-thuong-mai-bat-dong-san-an-duong-thao-dien.chn,CenterName:HSX,Symbol:HAR,TradeCenterID:1,ChangePrice:-9.5607235142118885,VonHoa:334.894315,ChangeVolume:-38.936276969392878,EPS:0.409196922111084,PE:8.55333901815092,Beta:1.32273108851786,Price:3.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Thuong mai Bat dong san An Duong Thao Đien,ParentCategoryId:345},",hose/HAR-cong-ty-co-phan-dau-tu-thuong-mai-bat-dong-san-an-duong-thao-dien.chn,HAR,HSX,345,Cong ty Co phan Đau tu Thuong mai Bat dong san An Duong Thao Đien,CAF,STKVNHAR,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAR-cong-ty-co-phan-dau-tu-thuong-mai-bat-dong-san-an-duong-thao-dien.chn,
"http://s.cafef.vn/hose/HAS-cong-ty-co-phan-hacisco.chn,CenterName:HSX,Symbol:HAS,TradeCenterID:1,ChangePrice:-0.57224606580829807,VonHoa:54.21,ChangeVolume:-92.248062015503876,EPS:-0.048709366025641,PE:-142.683031356669,Beta:0.0677175636601063,Price:6.95,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan HACISCO,ParentCategoryId:345},",hose/HAS-cong-ty-co-phan-hacisco.chn,HAS,HSX,345,Cong ty Co phan HACISCO,CAF,STKVNHAS,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAS-cong-ty-co-phan-hacisco.chn,
"http://s.cafef.vn/hastc/HAT-cong-ty-co-phan-thuong-mai-bia-ha-noi.chn,CenterName:HNX,Symbol:HAT,TradeCenterID:2,ChangePrice:5.7142857142857109,VonHoa:69.3306,ChangeVolume:-47.368421052631582,EPS:5.37633404226705,PE:4.1292077139312,Beta:0.448453608247423,Price:22.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Thuong mai Bia Ha Noi,ParentCategoryId:339},",hastc/HAT-cong-ty-co-phan-thuong-mai-bia-ha-noi.chn,HAT,HNX,339,Cong ty Co phan Thuong mai Bia Ha Noi,CAF,STKVNHAT,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/HAT-cong-ty-co-phan-thuong-mai-bia-ha-noi.chn,
"http://s.cafef.vn/upcom/HAV-cong-ty-co-phan-ruou-hapro.chn,CenterName:UpCom,Symbol:HAV,TradeCenterID:9,ChangePrice:-3.5714285714285587,VonHoa:8.904222,ChangeVolume:-100,EPS:-0.172850980332701,PE:-15.6203915928222,Beta:0,Price:2.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan ruou Hapro,ParentCategoryId:339},",upcom/HAV-cong-ty-co-phan-ruou-hapro.chn,HAV,UPC,339,Cong ty Co phan ruou Hapro,CAF,STKVNHAV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/HAV-cong-ty-co-phan-ruou-hapro.chn,
"http://s.cafef.vn/hose/HAX-cong-ty-co-phan-dich-vu-o-to-hang-xanh.chn,CenterName:HSX,Symbol:HAX,TradeCenterID:1,ChangePrice:-3.1884057971014532,VonHoa:950.9553478,ChangeVolume:-1.5795365034617139,EPS:5.60408032628749,PE:2.97997156137538,Beta:0.527842552000746,Price:16.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Dich vu O to Hang Xanh,ParentCategoryId:346},",hose/HAX-cong-ty-co-phan-dich-vu-o-to-hang-xanh.chn,HAX,HSX,346,Cong ty Co phan Dich vu O to Hang Xanh,CAF,STKVNHAX,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/HAX-cong-ty-co-phan-dich-vu-o-to-hang-xanh.chn,
